rank,id,k_distance
0,537643,0.03084648708716564
1,537628,0.030949202794728015
2,537608,0.03095600139812349
3,537594,0.03270782043268605
4,537593,0.033745567233085305
5,537591,0.03686055621199391
6,537585,0.037598701816322966
7,537583,0.038870262139808154
8,537570,0.03887031600237889
9,537509,0.040322960841596256
10,537499,0.04037877845879123
11,537481,0.04078218023167646
12,537479,0.04090367514472004
13,537462,0.041736062762395276
14,537450,0.04194251602348742
15,537449,0.04216388341056754
16,537445,0.0423105499819767
17,537432,0.04239151304772504
18,537417,0.04243611794586433
19,537408,0.04246426739248943
20,537395,0.04277742693074027
21,537391,0.043807019489198296
22,537370,0.04452924917194567
23,537359,0.044600736457802936
24,537357,0.04467327693729628
25,537332,0.044953898681361015
26,537314,0.04495469308623745
27,537319,0.04495469308623745
28,537269,0.04550043772341861
29,537250,0.04556443614847594
30,537255,0.04556443614847594
31,537235,0.0458623187617514
32,537233,0.046029073795390674
33,537230,0.04605350448067691
34,537217,0.04674116752090973
35,537202,0.04687279206984707
36,537195,0.04705650982465359
37,537182,0.047122741008367
38,537172,0.0471617699129514
39,537169,0.04734333305093241
40,537138,0.04746994477417599
41,537126,0.04747504561051141
42,537120,0.04786660003448673
43,537119,0.04794155069927941
44,537104,0.048002840902487076
45,537099,0.04804859400998773
46,537078,0.048140518120045606
47,537073,0.048256457218817994
48,537065,0.04839209576484316
49,537057,0.0486152327982301
50,537051,0.048641503646664974
51,537043,0.048932379319235775
52,537042,0.04932094896599937
53,537036,0.04978315354260299
54,537010,0.049829276094929265
55,537004,0.049954614261119024
56,537000,0.049982475361591394
57,536999,0.05014607993526554
58,536991,0.05016377774826164
59,536984,0.05018469130014502
60,536983,0.05029365913345529
61,536982,0.050419007271056304
62,536977,0.050428625964561324
63,536974,0.05052556018366461
64,536963,0.050818588735182635
65,536951,0.05089308712178753
66,536929,0.05098719120020789
67,536914,0.051002650005098515
68,536909,0.051221072006068846
69,536875,0.051243387462170276
70,536856,0.05131428355580392
71,536853,0.0513347773597993
72,536825,0.05147026122069498
73,536822,0.05160478826048098
74,536821,0.05162622620891888
75,536816,0.051657054989393325
76,536815,0.05177694968753799
77,536812,0.05200705287653751
78,536811,0.0520437943588723
79,536784,0.05221834228735689
80,536766,0.05223985792859376
81,536763,0.05228653973353614
82,536757,0.052491048924829364
83,536748,0.05267605610475823
84,536708,0.052813772372479195
85,536685,0.05287804872056989
86,536684,0.0531290725043162
87,536680,0.0532155967157214
88,536674,0.05328400345684736
89,536666,0.053374759760517976
90,536655,0.05348057699035613
91,536649,0.053650879746937274
92,536634,0.053745733893134195
93,536618,0.053783755094377717
94,536610,0.0537950106202868
95,536609,0.05392300918504267
96,536606,0.054207022573142805
97,536602,0.0542378511470889
98,536594,0.054273262685867074
99,536590,0.0543144243258431
100,536587,0.05434950015093709
101,536571,0.05451234359924706
102,536568,0.054731156034893425
103,536559,0.05479372373611069
104,536543,0.05483877394799541
105,536538,0.054864715971989386
106,536527,0.054907089783391205
107,536525,0.055039203705902096
108,536498,0.05516590215199124
109,536495,0.05519159421722275
110,536483,0.055215460202458266
111,536479,0.055225218541016585
112,536468,0.05525814697459164
113,536457,0.055267912716711054
114,536455,0.055325768809210585
115,536449,0.055347684911478456
116,536440,0.05535549882918034
117,536438,0.05539334100639659
118,536434,0.05539414759010497
119,536429,0.055476560370475214
120,536419,0.05559225350661978
121,536412,0.05573984202829685
122,536403,0.05581937969590478
123,536411,0.05581937969590478
124,536394,0.05585911985399028
125,536390,0.05605269249406253
126,536355,0.05607989091017418
127,536336,0.056190284347747976
128,536320,0.05619680600648291
129,536314,0.05624572240241876
130,536307,0.05641010741838848
131,536282,0.056437350264363695
132,536281,0.05648577986689729
133,536275,0.05653484134500131
134,536270,0.05659534695326429
135,536256,0.05663628634446671
136,536246,0.056742069010201845
137,536244,0.05681632930657199
138,536218,0.056856016487702554
139,536217,0.05690119833799834
140,536174,0.05696272183662632
141,536169,0.05696441516645612
142,536160,0.05696723126433445
143,536146,0.057042947468908256
144,536143,0.057065073830728785
145,536142,0.05710488664251767
146,536124,0.05712272507156546
147,536105,0.05715326524725173
148,536091,0.057195402951371266
149,536057,0.05723908499469932
150,536054,0.05724596275343019
151,536053,0.057266191177147485
152,536044,0.05742335789447606
153,536037,0.05742442452563412
154,536030,0.05742607283851475
155,536034,0.05742607283851475
156,536016,0.057510150615463274
157,536003,0.05756861107119815
158,535988,0.057578946327030645
159,535985,0.05758475528042917
160,535978,0.057596386175023384
161,535968,0.05760635722032181
162,535966,0.0576304310033986
163,535908,0.05766522870460744
164,535891,0.05767016010546433
165,535868,0.057814046111831274
166,535863,0.05791195223163326
167,535860,0.05797197193188752
168,535856,0.05802499160484087
169,535853,0.05803299301524856
170,535847,0.05806019725616807
171,535825,0.058084366433689194
172,535800,0.058096169973545386
173,535793,0.058108885098525964
174,535787,0.05823528970030678
175,535780,0.0584802221139763
176,535774,0.0585603906210439
177,535763,0.058753174255946616
178,535754,0.05877603077032456
179,535753,0.05880263822341647
180,535747,0.0588691270918591
181,535737,0.05893482602172995
182,535732,0.05901155599080454
183,535726,0.05913766551007493
184,535713,0.05917078070325166
185,535704,0.05919214385049343
186,535690,0.05921029471170647
187,535687,0.05924986696074086
188,535683,0.059274136432797886
189,535679,0.05929962205457495
190,535676,0.059348411099005904
191,535651,0.05936382119042727
192,535642,0.05937709470131192
193,535636,0.059384831047188835
194,535623,0.059512673069118005
195,535618,0.05953452046502394
196,535616,0.0595484986046424
197,535604,0.059568086168150014
198,535591,0.059655109888386404
199,535583,0.05967588152904679
200,535507,0.05971132532501966
201,535502,0.05978635808311317
202,535500,0.05981158505706663
203,535489,0.05981169269821274
204,535484,0.05991151435210618
205,535471,0.060003728666519596
206,535463,0.060010729507234295
207,535436,0.06003693636207752
208,535435,0.0600924252065872
209,535426,0.06010000243204727
210,535421,0.06013187186155733
211,535419,0.06017479093045186
212,535411,0.060188862137423915
213,535405,0.060196469998204716
214,535395,0.060247655506565634
215,535392,0.06027367482287482
216,535345,0.06029848937439053
217,535318,0.06031070731257804
218,535305,0.060333063713593704
219,535303,0.0603769922827172
220,535302,0.06038096310617458
221,535297,0.06038427848611261
222,535296,0.06038427848611261
223,535291,0.060433567522492626
224,535288,0.06050810007047336
225,535274,0.06053087690995684
226,535268,0.060589455449536644
227,535240,0.06061189329833905
228,535237,0.060665983391550826
229,535234,0.06072947593355915
230,535225,0.06075839758000512
231,535219,0.06077438001864288
232,535215,0.060814825906251535
233,535175,0.06082821250149795
234,535170,0.06097439633520163
235,535150,0.06101376402273384
236,535142,0.06101402373764675
237,535147,0.06101402373764675
238,535135,0.061020804904893255
239,535131,0.06104174548068242
240,535125,0.06106974155353584
241,535119,0.06108818652768544
242,535113,0.06109979213561234
243,535094,0.061134818550011794
244,535075,0.06119919452522071
245,535066,0.06123841902173921
246,535057,0.06127305300290109
247,535054,0.06134894299133298
248,535033,0.061379486637112346
249,535032,0.06147616344124862
250,535030,0.061500514967827824
251,535029,0.06160339422143779
252,535019,0.06161928740678968
253,535003,0.06164577327014453
254,534995,0.06168641442977396
255,534994,0.06172908376454256
256,534986,0.06177425737550979
257,534974,0.06177955901776622
258,534966,0.061864885001558734
259,534965,0.061871271946135065
260,534956,0.06190658576613117
261,534955,0.061992347187256436
262,534949,0.06199326443348785
263,534935,0.062089930569255936
264,534918,0.062106331466199705
265,534906,0.062338234972879714
266,534902,0.06234572479519962
267,534896,0.06234572479519962
268,534892,0.062360063980599345
269,534865,0.06251142181316127
270,534857,0.06252696089317644
271,534848,0.06266235152610089
272,534837,0.06269798711234054
273,534826,0.06271431385661252
274,534812,0.0627245028329414
275,534794,0.06273500181433933
276,534761,0.06279798272881298
277,534750,0.06283202441183322
278,534745,0.06284372934169247
279,534706,0.06289071655064205
280,534688,0.06289464093017738
281,534667,0.06291863622348037
282,534652,0.06297261888647987
283,534629,0.06299360733968551
284,534627,0.06305413312869501
285,534625,0.06308841330475634
286,534624,0.06309197015364121
287,534613,0.06310668702985889
288,534612,0.06310996114965606
289,534603,0.06310996114965606
290,534599,0.06327742684073501
291,534583,0.06328647929556708
292,534582,0.06329705724602053
293,534574,0.06333448156872612
294,534568,0.06338999660337086
295,534549,0.06345030777148164
296,534541,0.06347199160174277
297,534511,0.0635078558661556
298,534510,0.06351089920680797
299,534494,0.06355631563713782
300,534455,0.06359454438256051
301,534452,0.06369408207727711
302,534451,0.06376442961195128
303,534447,0.06376980296054746
304,534430,0.06377545033660059
305,534427,0.06380037895837742
306,534420,0.06380238540392191
307,534388,0.06387548237886165
308,534372,0.06387595776230126
309,534304,0.06387640285101259
310,534300,0.06388993286411604
311,534274,0.06391476865381385
312,534251,0.06391710060833788
313,534249,0.06391738554443271
314,534246,0.06393353053377249
315,534239,0.0639542096767719
316,534237,0.06396284504455085
317,534225,0.06398154318701055
318,534218,0.06398314471841737
319,534212,0.063983891363948
320,534197,0.06399820247900301
321,534180,0.06403363318026167
322,103340,0.06405548774723646
323,103324,0.06411177237355492
324,103306,0.06415681953505259
325,103290,0.06422338634826918
326,103287,0.0642273910983242
327,103278,0.06426365940798784
328,103272,0.06428204882169308
329,103267,0.06428436530067605
330,103261,0.06437296284085559
331,103259,0.06438664326087318
332,103248,0.06439927387648758
333,103230,0.06440277912620984
334,103211,0.06443567915502757
335,103201,0.06445614781899911
336,103199,0.06450017407542763
337,103156,0.06452106769139854
338,103142,0.06458588861462511
339,103135,0.06464882795668725
340,103133,0.06479843737990165
341,103131,0.06482044756418615
342,103128,0.06483116978432413
343,103127,0.06483797762848553
344,103111,0.06486287664447488
345,103110,0.06489425867442733
346,103095,0.06490007652171514
347,103093,0.06490466817214746
348,103082,0.06500984712101165
349,103063,0.06502362148975271
350,103058,0.06505873566516684
351,103056,0.06508287444097416
352,103023,0.06511326818570473
353,103015,0.06512874259473089
354,103007,0.06514248667670208
355,103003,0.06519089534996658
356,102976,0.06521830370249593
357,102968,0.06523331329792781
358,102931,0.06523633798927331
359,102928,0.06526364655891048
360,102926,0.0652978570714784
361,102920,0.06530488539567691
362,102906,0.06538656749239324
363,102894,0.06541426479658152
364,102892,0.06541797258136683
365,102890,0.06542532410959456
366,102886,0.06551694401390185
367,102873,0.0655315311181095
368,102870,0.06555473087002073
369,102836,0.06555643637932851
370,102821,0.06558533969350522
371,102818,0.06561119838097451
372,102766,0.06562140678139405
373,102760,0.06564586479774759
374,102755,0.06564586479774759
375,102735,0.0656734755857582
376,102727,0.06580480445868275
377,102726,0.06581812282457489
378,102701,0.06583862304099275
379,102685,0.06589164358873711
380,102682,0.06591885435176392
381,102678,0.06594399795942585
382,102661,0.06594522512114565
383,102606,0.06595132296392381
384,102582,0.06596849765819168
385,102578,0.06603395023312653
386,102571,0.06603949482617211
387,102565,0.06604087030473338
388,102564,0.06605105038805192
389,102560,0.06608193732022505
390,102533,0.06617519553777707
391,102518,0.06617882492120841
392,102514,0.06626677469072861
393,102510,0.06627714036248067
394,102499,0.06629076097105013
395,102490,0.06636323105752229
396,102476,0.06641514690492156
397,102450,0.0664253066625976
398,102397,0.06643965718508926
399,102381,0.06646973182522631
400,102376,0.06649021097059904
401,102351,0.06654892987560124
402,102348,0.06655699250018976
403,102344,0.0666115826672552
404,102340,0.06664100172231047
405,102339,0.06665570799695086
406,102325,0.06665587624708924
407,102321,0.0666564613176468
408,102311,0.06671319902592954
409,102305,0.06673619795276486
410,102295,0.06676915317479648
411,102291,0.06678202349993023
412,102285,0.06679698732525896
413,102272,0.06681018627130442
414,102269,0.06683308094499507
415,102264,0.06686131646759297
416,102249,0.06688308430371803
417,102241,0.0668994292250491
418,102231,0.06691301103972769
419,102203,0.06697051522324249
420,102197,0.0669817260542036
421,102193,0.06699277213196375
422,102188,0.0669938292690655
423,102186,0.06701548900190935
424,102183,0.06702863790453706
425,102173,0.06707665697881615
426,102156,0.06708294900033607
427,102148,0.06708669648287446
428,102145,0.06709212850514601
429,102139,0.06711738680262447
430,102128,0.0671353630714846
431,102121,0.06716627089153837
432,102079,0.06717166005678377
433,102065,0.06718385595004306
434,102035,0.06718977237607704
435,102028,0.0672017754515093
436,102017,0.06721289855891788
437,102013,0.06722729861705545
438,102011,0.0672318593791118
439,101969,0.06727665340132849
440,101953,0.06729497463584111
441,101933,0.06730867879524938
442,101932,0.06731879222887571
443,101911,0.06731991401312665
444,101908,0.06738226936917613
445,101903,0.06740177346300458
446,101900,0.06740581907314958
447,101877,0.06753129218531173
448,101871,0.06757889817127383
449,101870,0.06758345846092517
450,101843,0.06758844495922034
451,101839,0.06760861117314398
452,101838,0.06762673361572458
453,101829,0.0676368898729569
454,101822,0.06764155153743656
455,101805,0.06769235565293585
456,101798,0.06769242292603739
457,101791,0.06773725511433126
458,101785,0.06777768835225617
459,101774,0.06779531125957039
460,101772,0.06784060433155248
461,101760,0.0678655415753433
462,101753,0.0678789455124007
463,101744,0.0678849191434534
464,101732,0.06792126250051822
465,101721,0.06794394516258384
466,101717,0.06796108336056095
467,101676,0.06799051856287508
468,101662,0.06800809056591173
469,101653,0.06804369755883044
470,101646,0.06813222062925772
471,101643,0.06820156659055232
472,101639,0.06824645681449182
473,101620,0.06826673792246907
474,101617,0.06827030226316544
475,101613,0.0682784869501527
476,101596,0.06828287897904972
477,101589,0.068290319946952
478,101584,0.06829774111979559
479,101582,0.06831054763111544
480,101572,0.0683347207554782
481,101566,0.06836614150155962
482,101555,0.0684043449659435
483,101549,0.06841114788398206
484,101543,0.06842081209540096
485,101537,0.06845554891360017
486,101530,0.06849830035829285
487,101513,0.06851447229250063
488,101485,0.06853871915218701
489,101479,0.06854711154366844
490,101461,0.06855219049750261
491,101446,0.06855249395384788
492,101418,0.06860461931875728
493,101417,0.06861052262536005
494,101393,0.06861957854783884
495,101382,0.06865552047795043
496,101380,0.06865796755368736
497,101377,0.06866398479477565
498,101368,0.06868234351267855
499,101345,0.06869069812425166
500,101321,0.06871673896881836
501,101313,0.06872011535301092
502,101296,0.0687518404567149
503,101292,0.06875207030142316
504,101284,0.06878193328919213
505,101269,0.06887905802045746
506,101264,0.06893740387307634
507,101259,0.0689555036079662
508,101242,0.06897524904520069
509,101231,0.06899884643847387
510,101221,0.0690291456219676
511,101211,0.06904181378109853
512,101208,0.06912150336376077
513,101202,0.06913008246777141
514,101191,0.06913355495105988
515,101137,0.06914626025250015
516,101187,0.06914626025250015
517,101111,0.06915437349926978
518,101079,0.0691561490701571
519,101069,0.06917902916163032
520,101065,0.06922627472014309
521,101053,0.0692557025594468
522,101048,0.06928047168431639
523,101035,0.06932630274968954
524,101034,0.06934594570988939
525,101023,0.06939057658684034
526,100995,0.06940899935499656
527,100988,0.06942222542892251
528,100979,0.06942900864741564
529,100972,0.06943595524751234
530,100960,0.06945286551464835
531,100944,0.0694856485035601
532,100936,0.06950278317873482
533,100913,0.06950384194159342
534,100910,0.06950670208335952
535,100907,0.06950861269654718
536,100905,0.06951560669308277
537,100896,0.0695196054200149
538,100893,0.06952097953498937
539,100870,0.06952986430755259
540,100844,0.0695796132467722
541,100833,0.06960396123239587
542,100823,0.06961545856521467
543,100819,0.06963906474800063
544,100803,0.06964150846551675
545,100780,0.06966816904028572
546,100754,0.0697005850020247
547,100738,0.06970545561798724
548,100723,0.0697054800716026
549,100722,0.06971865403174737
550,100720,0.06974848615474905
551,100713,0.06975698289078491
552,100709,0.06977982948023342
553,100698,0.0697929533974524
554,100669,0.06985904821821443
555,100667,0.06989835999363303
556,100662,0.06991746412407274
557,100658,0.06996139410976066
558,100618,0.06996300594932414
559,100610,0.06997415902260817
560,100598,0.06997679726347128
561,100592,0.070014633894109
562,100559,0.07001479509571107
563,100527,0.0700168107430219
564,100523,0.0700379313964643
565,100515,0.07003866978984019
566,100505,0.0700715402008032
567,100491,0.07007577768958817
568,100485,0.07008064832883765
569,100473,0.07009397311717636
570,100466,0.07010569352196505
571,100458,0.07014104936203058
572,100457,0.07015152663935587
573,100456,0.07015312729404433
574,100455,0.07022684249727407
575,100446,0.07029812800057755
576,100444,0.07031695140902583
577,100439,0.07032229304807458
578,100436,0.07033306562276365
579,100417,0.07036105310280616
580,100410,0.07038351954859556
581,100392,0.07040042348979825
582,100390,0.07040313055226699
583,100384,0.07041217586440573
584,100355,0.07042645274392001
585,100368,0.07042645274392001
586,100335,0.07047327399751135
587,100323,0.07052551431851439
588,100310,0.07062047112445202
589,100306,0.07063222467318131
590,100300,0.07063656220442582
591,100299,0.0706551806813428
592,100298,0.07066021098699149
593,100283,0.0707205820769986
594,100275,0.07072838150581473
595,100261,0.07075920394578372
596,100258,0.070770407579963
597,100251,0.07079782248463407
598,100248,0.07080543177449317
599,100238,0.07084979772929823
600,100232,0.07086396074112578
601,100229,0.0708710591152325
602,100227,0.0709076430051262
603,100218,0.07092247682307729
604,100191,0.0709387465723077
605,100187,0.07095263275920483
606,100186,0.07097572574080424
607,100177,0.07098889874349545
608,100158,0.07100732959598044
609,100150,0.07100965294133632
610,100146,0.07102744026969299
611,100141,0.07103567399084998
612,100125,0.0710536867426782
613,100120,0.07105672292658272
614,100109,0.0710753239072569
615,100095,0.07111022896360852
616,100090,0.07113574576314374
617,100083,0.07116158019875696
618,100064,0.07116552086479055
619,100058,0.07120070414489088
620,100041,0.07120769365011326
621,100035,0.07126568600537764
622,100023,0.07131242876130073
623,100014,0.07133080596901675
624,100009,0.07133192461261317
625,100000,0.07135844190683405
626,99980,0.07137782126271786
627,99971,0.07139591138927992
628,99959,0.07140347156080518
629,99958,0.07141921992731981
630,99905,0.0714363302944504
631,99915,0.0714363302944504
632,99895,0.07143669945884468
633,99890,0.07144059605376119
634,99885,0.07144981725776922
635,99869,0.07145300154104794
636,99868,0.07145300154104794
637,99836,0.0714597248997143
638,99817,0.07149386514666833
639,99816,0.07149675295577107
640,99806,0.0715089476996007
641,99782,0.07151339953393943
642,99780,0.07151339953393943
643,99759,0.07154228595161571
644,99756,0.07158113275539701
645,99753,0.07159078917531225
646,99748,0.07159393522571234
647,99747,0.07159997912553995
648,99741,0.07160550843496605
649,99731,0.07162886597874885
650,99726,0.07164030610153693
651,99724,0.07166473986072563
652,99709,0.0716934529200316
653,99703,0.07170519572330591
654,99679,0.07171140524104991
655,99635,0.0717148456231349
656,99628,0.07172012388382765
657,99615,0.07172119552493872
658,99579,0.07173515830197152
659,99574,0.07173529782534294
660,99573,0.07175032150802474
661,99566,0.07176599606348388
662,99564,0.07176705727291444
663,99556,0.07176864786323311
664,99548,0.07177510717058533
665,99547,0.07177810203966106
666,99542,0.07178791876153823
667,99534,0.07184230899884869
668,99533,0.07185250182461322
669,99528,0.07186955175126597
670,99522,0.07187751240616347
671,99520,0.07188294432205222
672,99501,0.07188991058920535
673,99487,0.0718963892862563
674,99485,0.07194196667125152
675,99469,0.0719464233550895
676,99441,0.07197356516970121
677,99434,0.0720034331108853
678,99415,0.07201298469379769
679,99414,0.07202596288718821
680,99391,0.07203820265446381
681,99377,0.07204529404210869
682,99375,0.07205711164776152
683,99360,0.07206053863526796
684,99352,0.07207220420495042
685,99350,0.07210688527812814
686,99335,0.07210927238669829
687,99333,0.07213296846026807
688,99332,0.07221600717797338
689,99326,0.07225734342592638
690,99312,0.07226765063405605
691,99302,0.07226796839483751
692,99301,0.07228030973856936
693,99296,0.07228390667665496
694,99290,0.07230297992980894
695,99289,0.07232623096721902
696,99281,0.07233085297837771
697,99277,0.07234832613040931
698,99276,0.0723483317155581
699,99271,0.07237323789321937
700,99265,0.0723922525056605
701,99251,0.07239633618222785
702,99247,0.07242621737902166
703,99230,0.07244752939197596
704,99198,0.07245488248435139
705,99194,0.07247961752059306
706,99184,0.07249519757528411
707,99176,0.07253150637063754
708,99169,0.07257410020679234
709,99164,0.07257631370105189
710,99150,0.07258251219361633
711,99143,0.0725832090691616
712,99142,0.07263714841420077
713,99135,0.07264094395640186
714,99130,0.07264588785603165
715,99127,0.07267046209739281
716,99119,0.07267404391356502
717,99110,0.07268898806117274
718,99104,0.07269896741242565
719,99079,0.07271414124409326
720,99069,0.07275298785165507
721,99056,0.07281890634080002
722,99049,0.07282237281975901
723,99029,0.07285295518630441
724,99026,0.07285363843813086
725,99007,0.07285378453512958
726,99002,0.07287017558048525
727,98985,0.0728757047418761
728,98983,0.0728778628748219
729,98961,0.07288671484368014
730,98955,0.07290941734258971
731,98937,0.07292122553489944
732,98934,0.07293997601951041
733,98921,0.07294307581393111
734,98915,0.07297002238150396
735,98912,0.07300404944640126
736,98898,0.07301916168827982
737,98891,0.07302469855253924
738,98847,0.07303537580864061
739,98843,0.07304257195745356
740,98821,0.07304796605955488
741,98819,0.07312931622914531
742,98769,0.07314585213657587
743,98763,0.07316742102513529
744,98758,0.07316742411898347
745,98756,0.07317738222829773
746,98744,0.07319730556399118
747,98739,0.07320217654721373
748,98728,0.07321963086174943
749,98726,0.07322815536536531
750,98710,0.07323292014456506
751,98684,0.07324255921119105
752,98659,0.07324255921119105
753,98654,0.07324343852198267
754,98643,0.07330350434795951
755,98635,0.07331635304824036
756,98627,0.07334244190735084
757,98591,0.07334457606931832
758,98575,0.07334860007456934
759,98568,0.07335553055606014
760,98535,0.07336825198902397
761,98520,0.07338231278279261
762,98495,0.07340786449805847
763,98489,0.07341739171364092
764,98462,0.07341837257680262
765,98450,0.07343139052949932
766,98429,0.07343620841004861
767,98419,0.07344570536567585
768,98410,0.07353573511359912
769,98395,0.07357200514124429
770,98389,0.07357567368087758
771,98379,0.07359272397881333
772,98370,0.07359293023358715
773,98355,0.07360166695356352
774,98343,0.07360244228837987
775,98314,0.07365637819256654
776,98323,0.07365637819256654
777,98302,0.07366137611909951
778,98284,0.07367683084175547
779,98283,0.0736895941749266
780,98266,0.07369001235025952
781,98254,0.07370082145679091
782,98238,0.0737135298191457
783,98234,0.0737145792890126
784,98220,0.07374256950364466
