rank,id,k_distance
0,537643,0.06091959125376212
1,537628,0.06139022436977015
2,537608,0.0632871809633081
3,537594,0.06394670279763603
4,537593,0.06421193395833891
5,537591,0.0652263963698182
6,537585,0.0656430051571042
7,537583,0.06576879949585657
8,537570,0.06580045009595858
9,537509,0.06584481698135991
10,537499,0.06587605760352855
11,537481,0.06593163128005008
12,537479,0.06634576439966611
13,537462,0.06642876928621866
14,537450,0.06720852095525576
15,537449,0.06832762998058317
16,537445,0.06872104112965771
17,537432,0.06876928092068879
18,537417,0.06876930738616527
19,537408,0.0688361766042831
20,537395,0.06894035960376943
21,537391,0.06925885706150203
22,537370,0.069323973425365
23,537359,0.06938677421879835
24,537357,0.06939191523960964
25,537332,0.06952311807260025
26,537319,0.0695821375061707
27,537314,0.07017211016305713
28,537269,0.07048766602677004
29,537255,0.07057339616576919
30,537250,0.07058488545995711
31,537235,0.07077173944519766
32,537233,0.07090797435803475
33,537230,0.07119273852723429
34,537217,0.07121976370907901
35,537202,0.07128745024277294
36,537195,0.07130266713308442
37,537182,0.07150029832936267
38,537172,0.07206869739038291
39,537169,0.07227953495921025
40,537138,0.07233781359643054
41,537126,0.07238042056548055
42,537120,0.07250938679555818
43,537119,0.07261477823752494
44,537104,0.07264060116176596
45,537078,0.07311003404670924
46,537099,0.07311003404670924
47,537073,0.07315004353826327
48,537065,0.07321758200108963
49,537057,0.07321779692444164
50,537051,0.0732445749692674
51,537043,0.07337087419802901
52,537042,0.07338800230246689
53,537036,0.07348328464254328
54,537010,0.0738170799208645
55,537004,0.07391000997464137
56,537000,0.07391492898185059
57,536999,0.07405528530215444
58,536991,0.07410658040703899
59,536984,0.07411617597223641
60,536983,0.07412212961096853
61,536982,0.07419997675381862
62,536977,0.07420040233875047
63,536974,0.07449854444972392
64,536963,0.07462938933054142
65,536951,0.07471064068846878
66,536929,0.0747288494605165
67,536914,0.07494219124228385
68,536909,0.07496336802192693
69,536875,0.07506393624200436
70,536856,0.07509233667236526
71,536853,0.07523336728865293
72,536825,0.0752776231918808
73,536822,0.07556017340119836
74,536821,0.07568205996360922
75,536816,0.075713890251631
76,536815,0.07582021256418636
77,536812,0.07595054853462524
78,536811,0.07601427369332847
79,536784,0.07602297327572671
80,536766,0.07607418673206845
81,536763,0.0760881654825254
82,536757,0.07609424823143429
83,536748,0.0761852388244646
84,536708,0.07625343669840934
85,536685,0.0763005137456837
